"name","yearpublished","minplayers","maxplayers","minplaytime","maxplaytime","minage","languagedependence","average","numwanting","numcomments","numplays","numplays_month","news","blogs","podcast","boardgamedesigner_cnt","boardgamepublisher_cnt","boardgamehonor_cnt","desc_word_count","dif_players","main_category","difficulty"
"Illusions of Glory",2017,2,4,360,360,12,4,7.34534,32,86,167,1,0,4,0,1,1,0,275,2,"Wargame","Complex"
"Villages",2011,2,6,30,30,8,2,6.56337,10,83,524,0,0,4,0,1,2,0,304,4,"Fantasy","Simple"
"Khan",2010,2,4,60,60,10,1,6.36619,18,105,472,0,0,0,0,1,2,0,269,2,"Medieval","Simple"
"Heads of State",2008,2,5,90,120,12,1,6.11532,19,272,745,0,0,0,1,1,2,2,153,3,"Other","Complex"
"Piecepack",2001,2,4,10,10,5,0,7.09362,45,145,608,0,3,13,0,1,6,0,156,2,"Other","Simple"
"Cerebria  The Card Game",2018,2,5,15,30,14,1,6.56182,11,79,641,8,0,4,1,2,1,0,216,3,"Card Game","Simple"
"Legendary  A James Bond Deck Building Game",2019,1,5,45,45,14,0,7.89327,50,37,404,41,0,5,0,3,1,0,415,4,"Card Game","Simple"
"Deck Box Dungeons",2018,1,4,20,60,14,0,7.50526,39,85,459,8,0,3,0,2,1,0,124,3,"Adventure","Simple"
"Warangel",2000,2,6,60,60,12,2,7.6693,44,194,314,0,0,0,0,1,1,1,230,4,"Fantasy","Simple"
"Eternity",2016,3,5,20,40,10,1,6.64643,33,65,527,1,0,11,1,2,1,0,151,2,"Card Game","Simple"
"Waste Knights",2015,2,4,90,240,16,3,6.77632,29,66,292,0,0,1,1,1,1,0,427,2,"Adventure","Complex"
"Of Dreams & Shadows",2016,2,6,120,180,14,4,7.43499,50,71,314,2,0,4,2,1,1,0,336,4,"Adventure","Complex"
"We Will Wok You",2012,2,4,30,40,8,1,6.3024,9,81,812,0,1,3,1,1,3,0,378,2,"Card Game","Simple"
"Judge Dredd",1982,2,6,90,90,8,3,6.27285,43,181,296,0,0,4,1,1,1,0,189,4,"Fighting","Simple"
"Plus Ultra  The Court of the Emperor Charles V",2016,2,4,60,90,12,1,7.30854,11,47,199,0,1,4,1,2,1,0,392,2,"Other","Complex"
"Second Season Pro Football Game",1999,1,2,120,180,8,2,8.0871,22,62,341,2,0,0,0,1,2,0,228,1,"Other","Complex"
"Fantasy Defense",2017,1,2,15,20,10,1,6.86108,22,81,1075,5,2,8,1,2,2,0,159,1,"Card Game","Simple"
"Exceed  Red Horizon \u2013 Alice",2016,2,2,10,20,10,4,7.83045,6,36,256,3,0,1,0,1,1,0,70,0,"Card Game","Simple"
"Ominoes",2016,2,4,15,15,6,1,6.7374,16,57,1072,3,0,24,5,1,2,1,243,2,"Abstract Strategy","Simple"
"Albion's Legacy",2015,1,6,90,90,14,3,6.90848,29,150,444,0,1,21,0,3,2,0,162,5,"Adventure","Complex"
"Expo 1906",2015,1,4,60,90,12,1,6.83539,16,62,309,0,0,3,2,2,1,0,292,3,"Other","Complex"
"Centauri Saga v1.5",2016,1,4,60,90,12,2,6.64576,34,129,456,4,2,9,3,1,1,0,165,3,"Adventure","Complex"
"S\u00f6rmesterek",2014,2,4,45,45,12,1,6.1624,23,167,963,0,1,31,3,2,3,0,287,2,"Dice","Simple"
"ShipShape",2019,2,6,20,50,8,0,7.11091,40,49,766,68,1,1,3,1,1,0,137,4,"Bluffing","Simple"
"Slide Blast",2016,2,6,10,20,6,1,6.76245,30,59,920,9,2,25,4,2,4,0,127,4,"Other","Simple"
"Star Scrappers  Cave-in",2018,2,4,45,75,12,0,7.17617,5,70,270,3,0,8,3,2,2,0,258,2,"Card Game","Complex"
"Dead of Winter (second edition)",2009,2,2,180,180,14,0,7.41658,25,68,202,0,0,3,0,2,1,0,457,0,"Wargame","Complex"
"Mutant Crops",2016,1,4,15,30,14,2,7.24382,10,54,315,1,4,4,3,1,3,1,166,3,"Economic","Simple"
"VOLT",2018,2,4,30,45,10,2,7.11366,29,45,505,21,2,5,1,1,4,0,276,2,"Fighting","Simple"
"Pi\u00f1a Pirata",2014,2,6,30,30,7,3,6.07222,16,165,1812,7,1,4,6,1,3,0,290,4,"Animals","Simple"
"Bowl Bound",1973,1,4,60,60,12,2,6.99655,10,98,500,0,0,0,0,2,3,0,239,3,"Dice","Simple"
"Ultimate Werewolf  Compact Edition",2010,5,34,45,45,8,1,6.75681,4,50,634,0,0,1,0,1,1,0,95,29,"Bluffing","Simple"
"Lock 'n Load  Heroes of the Gap",2011,2,2,90,90,12,4,7.97101,28,52,202,0,0,2,0,3,1,2,433,0,"Wargame","Complex"
"Statis Pro Football",1973,1,2,120,120,12,2,6.44181,4,164,639,1,0,0,0,1,2,0,238,1,"Other","Complex"
"Dragon Farkle",2015,2,5,30,30,13,3,6.31823,37,88,1056,24,1,5,0,1,2,0,111,3,"Dice","Simple"
"Sherlock Holmes  Four Investigations",2014,1,1,60,60,10,5,7.02069,22,66,365,2,0,6,0,1,10,0,172,0,"Other","Simple"
"Lobositz  First Battle of the Seven Years War",2005,1,2,360,360,12,0,7.93583,20,52,51,1,0,1,0,1,1,0,315,1,"Wargame","Complex"
"Industry",2010,3,4,75,75,10,1,6.38125,17,119,454,2,0,5,0,1,2,0,66,1,"Economic","Complex"
"Munchkin Fu  Guest Artist Edition",2003,3,6,90,90,10,4,5.87639,31,452,1447,0,1,2,0,1,4,1,294,3,"Card Game","Simple"
"Villagers & Villains",2011,2,5,30,30,9,4,6.66742,15,70,773,2,1,7,3,1,1,0,420,3,"Card Game","Simple"
"Unknown",2016,1,6,45,45,14,2,7.65932,79,79,436,3,0,4,1,2,1,0,96,5,"Adventure","Complex"
"Rory's Story Cubes  Poszlaki",2013,1,12,15,15,8,1,6.68606,13,77,394,4,1,0,0,1,3,0,66,11,"Dice","Simple"
"Mound Builders",2014,1,1,60,60,13,2,7.22114,51,84,445,3,0,18,0,2,1,0,210,0,"Economic","Complex"
"Texas Glory  1835-36",2008,2,2,120,120,0,2,7.04828,28,90,262,0,0,0,1,3,1,0,131,0,"Wargame","Simple"
"Mouse Guard  Swords & Strongholds",2015,2,2,15,30,8,2,7.02487,28,57,631,8,1,3,0,1,1,0,248,0,"Abstract Strategy","Simple"
"Dogfight",1962,2,4,45,45,10,2,6.31077,45,236,424,0,0,3,0,1,2,0,124,2,"Wargame","Simple"
"Mecanisburgo",2008,2,6,120,120,14,1,6.53882,33,138,383,0,0,8,1,1,1,0,131,4,"Economic","Complex"
"Wizard  Jubil\u00e4umsedition",2016,3,6,45,45,10,1,7.63464,6,28,246,0,1,1,0,1,2,0,445,3,"Card Game","Simple"
"Colors of Kasane",2014,3,4,25,25,10,2,6.98024,77,64,530,8,4,29,0,1,5,0,53,1,"Abstract Strategy","Simple"
"Trader",2009,2,4,15,15,10,1,6.56888,18,65,812,0,0,1,1,2,2,0,45,2,"Card Game","Simple"
"Space Cantina",2016,1,4,60,90,12,1,7.61624,11,27,426,2,2,0,0,2,1,0,178,3,"Dice","Complex"
"The BoardGameGeek Game",2009,3,6,60,60,8,1,6.04297,15,294,897,1,0,6,0,1,1,0,169,3,"Bluffing","Simple"
"W\u00fcrfelland",2018,2,4,20,20,8,1,6.42645,3,60,2269,35,1,10,0,2,2,0,58,2,"Dice","Simple"
"Dreams",2016,3,6,30,30,10,1,6.421,8,86,622,2,0,6,0,1,3,0,170,3,"Deduction","Simple"
"Title Bout",1979,1,2,45,45,12,3,6.69427,17,141,1006,0,0,2,0,2,2,0,110,1,"Fighting","Simple"
"Roads to Moscow  Battles of Mozhaysk and Mtsensk",2013,2,2,180,180,12,0,7.49886,14,62,81,0,0,0,0,2,3,0,378,0,"Wargame","Complex"
"Sky Traders",2012,2,5,180,180,14,2,6.15508,23,200,640,0,0,9,0,1,3,0,516,3,"Fantasy","Complex"
"1942 USS Yorktown",2019,1,4,30,45,12,1,7.31797,25,44,532,30,1,3,0,1,1,0,140,3,"World War II","Complex"
"Planet Defenders",2016,2,4,30,60,10,1,6.67532,15,68,422,6,1,14,0,1,3,0,137,2,"Economic","Simple"
"EONS",2013,2,5,90,90,14,2,6.7814,17,86,408,0,0,3,2,3,1,0,348,3,"Other","Complex"
"KUNE v LAKIA  A Chronicle Of A Royal Lapine Divorce Foretold",2015,2,2,15,30,12,2,6.60543,16,96,490,0,1,9,1,1,1,0,228,0,"Animals","Simple"
"The Stonebound Saga",2018,2,6,45,60,13,3,7.61086,17,66,132,1,1,8,3,1,1,0,310,4,"Card Game","Complex"
"Rock'n Roll Manager",2016,2,5,90,90,12,1,7.60019,2,24,369,4,0,0,0,1,1,0,150,3,"Other","Complex"
"BEEEEES!",2017,2,5,30,30,14,1,6.80423,13,62,804,6,1,3,1,2,2,0,106,3,"Action / Dexterity","Simple"
"Relic Expedition",2014,2,4,30,60,10,1,6.76974,35,96,444,2,0,7,0,1,1,0,180,2,"Adventure","Simple"
"Mutants",2019,1,4,45,60,10,0,7.675,18,49,456,29,0,14,3,2,1,0,265,3,"Card Game","Simple"
"HexRoller",2019,1,8,10,15,10,1,6.35712,23,79,2564,70,0,15,5,1,4,0,55,7,"Dice","Simple"
"Gringo!",2004,1,6,180,180,12,5,7.17771,25,91,113,0,0,0,1,1,1,0,305,5,"Wargame","Complex"
"Pack of Heroes",2014,2,2,20,20,10,2,6.40821,11,108,728,1,2,9,2,1,1,1,240,0,"Card Game","Simple"
"Ol\u00e9!",1996,3,8,30,30,8,0,6.60685,11,80,477,0,0,0,0,1,1,1,166,5,"Card Game","Simple"
"Ghost Chase in Canterville Castle",2001,2,5,60,60,8,1,6.24042,34,174,845,0,0,3,0,1,3,0,189,3,"Childrens Game","Simple"
"So Long",2018,1,5,30,40,16,4,7.72015,26,88,411,1,0,8,2,2,1,0,339,4,"Bluffing","Complex"
"GEM",2015,2,4,15,15,10,1,6.35544,19,122,728,7,1,15,4,1,3,0,48,2,"Card Game","Simple"
"COGZ",2015,2,6,30,30,8,1,7.04011,6,67,643,0,0,7,1,1,2,0,548,4,"Abstract Strategy","Simple"
"Landlord!",1992,2,6,10,10,10,4,5.9241,18,340,1020,0,1,1,1,1,3,1,75,4,"Card Game","Simple"
"Le Donjon de Naheulbeuk",2010,3,6,60,60,10,4,6.65038,13,42,415,1,0,0,0,2,1,0,642,3,"Action / Dexterity","Simple"
"Dream On!",2017,2,8,15,20,7,1,6.73439,4,44,1260,2,0,3,3,2,7,0,117,6,"Card Game","Simple"
"Vikingar  The Conquest of Worlds",2017,2,6,60,150,9,2,6.86399,14,73,311,1,1,5,1,2,1,0,173,4,"Adventure","Simple"
"Solitaire Frenzy",1930,2,6,60,60,7,1,6.3953,1,147,3488,27,0,0,3,1,5,0,248,4,"Action / Dexterity","Simple"
"Break the Safe",2003,2,4,30,30,8,2,6.05209,10,342,1642,0,0,4,0,0,1,0,141,2,"Other","Simple"
"The Legend Begins \u2010 The Afrika Korps 1941",1991,2,2,240,240,12,0,7.68862,33,87,105,0,0,0,0,1,3,1,134,0,"Wargame","Complex"
"Calavera",2019,2,4,20,20,8,0,6.81168,17,41,1426,35,0,4,0,1,1,0,111,2,"Bluffing","Simple"
"Topito",2017,2,4,15,15,6,1,6.7118,16,39,973,22,0,5,1,1,6,2,111,2,"Childrens Game","Simple"
"Jungle Speed  Rabbids",2008,2,10,15,15,8,1,6.51884,8,70,918,3,0,0,0,2,1,0,264,8,"Action / Dexterity","Simple"
"Santa's Workshop",2017,2,5,45,60,14,0,7.34828,23,44,402,0,0,4,1,1,1,0,312,3,"Other","Simple"
"The Uncharted Seas",2008,2,4,90,90,12,2,7.07776,18,69,309,0,0,4,6,2,1,0,208,2,"Fantasy","Complex"
"Vabanque",2001,3,6,30,30,12,1,6.15762,50,162,601,1,0,0,1,2,3,1,79,3,"Bluffing","Simple"
"Tier auf Tier  Klein",2011,2,2,15,15,5,1,6.24125,26,123,1624,3,0,4,0,1,1,0,127,0,"Action / Dexterity","Simple"
"Munchkin Panic",2014,1,6,45,60,8,3,6.13685,14,139,792,3,2,2,2,1,6,0,142,5,"Card Game","Simple"
"The Great Space Race",2006,3,6,120,180,10,3,6.49202,38,140,435,0,0,0,0,1,1,0,201,3,"Science Fiction","Simple"
"Inside Moves",1930,2,2,15,15,8,1,6.72245,15,208,351,2,0,4,0,1,5,0,137,0,"Abstract Strategy","Simple"
"El Alamein",2010,2,5,60,60,12,3,7.01691,33,95,185,0,0,7,0,1,2,0,85,3,"Card Game","Complex"
"Le tr\u00e9sor des mayas",2006,2,4,15,15,6,1,6.75186,26,92,835,0,0,1,2,1,2,1,73,2,"Action / Dexterity","Simple"
"Big Two",2008,2,4,30,30,10,1,6.587,2,94,1206,11,0,4,0,1,1,0,177,2,"Card Game","Simple"
"Glory III",2007,1,2,240,240,12,2,6.77015,14,120,149,0,0,1,0,1,1,0,470,1,"Wargame","Complex"
"Empires in America (second edition)",2016,1,1,50,50,13,4,7.58731,54,56,341,6,0,5,4,1,1,0,135,0,"Wargame","Complex"
"Flight Leader",1986,2,8,30,180,12,3,6.15292,10,253,247,0,0,10,0,1,2,0,383,6,"Wargame","Complex"
"Rebel Raiders on the High Seas",2013,2,2,360,360,0,3,7.07231,35,85,239,0,0,6,0,1,1,0,246,0,"Wargame","Complex"
"Nautilus Industries",2015,2,6,60,60,8,1,6.75929,16,86,384,1,1,10,4,1,1,0,293,4,"Economic","Simple"
"Templar  The Secret Treasures",2013,2,5,60,60,8,1,6.38873,16,137,539,2,2,2,4,1,1,0,441,3,"Adventure","Simple"
"Side Effects",2017,2,8,10,30,13,2,7.04501,6,52,675,1,0,5,0,2,1,0,146,6,"Card Game","Simple"
"Omen  Edge of the Aegean",2016,2,2,20,30,0,0,7.51089,13,67,325,1,1,7,0,1,2,0,185,0,"Card Game","Simple"
"The Quest for El Dorado  The Golden Temples",2019,2,4,30,60,10,2,7.89905,111,45,317,35,2,5,0,1,1,0,47,2,"Adventure","Simple"
"Chandragupta  Great Battles of the Mauryan Empire \u2013 India",2008,2,2,240,240,12,0,7.59059,22,83,110,0,0,12,0,4,1,0,508,0,"Wargame","Complex"
"Heir to the Pharaoh",2016,2,2,45,60,10,0,7.04155,34,103,293,0,2,16,1,1,1,0,369,0,"Animals","Complex"
"Dwar7s Winter",2018,1,4,30,45,13,0,7.10641,7,101,423,10,1,4,1,1,1,0,78,3,"Adventure","Complex"
"Sicily II",2016,1,2,120,3000,0,0,8.14038,24,57,195,0,0,3,0,1,1,0,332,1,"Wargame","Complex"
"Fire and Ice",2002,1,2,30,30,12,1,6.73124,23,90,365,0,0,2,0,1,2,1,67,1,"Abstract Strategy","Complex"
"Blue Max  World War I Air Combat",2013,2,6,90,90,13,2,6.61711,15,85,221,0,0,0,0,2,5,0,193,4,"Wargame","Simple"
"Guns & Steel  Renaissance",2016,2,4,40,70,12,2,7.09478,20,64,254,1,2,18,0,1,2,0,213,2,"Card Game","Simple"
"Texas 42",1885,4,4,30,30,10,1,7.02636,3,88,1046,0,1,5,1,1,3,0,139,0,"Abstract Strategy","Simple"
"Proud Monster  The Barbarossa Campaign",1994,2,2,660,660,12,0,7.24926,16,98,60,0,0,0,0,1,1,1,95,0,"Wargame","Complex"
"OK Play",2016,2,4,5,15,8,1,6.62976,0,57,2204,45,0,7,3,1,4,0,165,2,"Abstract Strategy","Simple"
"Panzer Grenadier  Elsenborn Ridge",2008,2,2,60,60,0,2,7.53333,19,66,167,0,0,0,0,1,1,0,226,0,"Wargame","Complex"
"Typo",2004,2,6,30,30,8,1,6.16913,15,207,1176,1,2,0,0,1,2,2,180,4,"Card Game","Simple"
"Dragonscroll",2014,2,4,60,60,13,2,6.56173,15,109,471,0,2,9,1,2,1,0,336,2,"Fantasy","Simple"
"Vinyl",2019,2,4,45,75,10,0,7.52861,57,51,324,7,0,12,5,1,1,0,283,2,"Other","Complex"
"HorrorClix",2006,2,4,60,60,12,3,6.40225,22,172,354,0,0,6,0,1,1,1,219,2,"Fantasy","Simple"
"Anno Domini  Deutschland",2002,2,8,30,30,10,5,6.65766,0,33,367,1,0,0,0,1,2,0,298,6,"Bluffing","Simple"
"Scharfe Schoten",2014,3,4,30,30,10,1,6.65256,35,86,517,1,3,13,0,1,1,0,154,1,"Card Game","Simple"
"Throne and the Grail",2016,2,2,10,20,10,1,7.23696,71,38,758,1,1,10,0,1,2,0,152,0,"Card Game","Simple"
"Russian Civil War 1918-1922 (first edition)",1976,1,6,120,120,12,0,6.9669,31,87,95,0,0,0,0,1,1,0,149,5,"Wargame","Complex"
"Yomi  Round 1",2014,1,4,15,30,8,0,7.30288,11,43,346,0,1,2,0,1,4,0,313,3,"Card Game","Complex"
"The Garden Competition",2004,3,5,60,60,10,1,6.8213,59,111,343,0,0,5,0,1,1,0,106,2,"Bluffing","Complex"
"Pea Ridge  The Gettysburg of the West March 7-8 1862",1980,1,2,240,240,12,0,7.23726,20,77,55,0,0,0,0,1,1,1,216,1,"Wargame","Complex"
"Problem Picnic  Attack of the Ants",2017,2,4,20,30,6,2,7.00536,14,61,533,4,1,19,4,1,1,0,137,2,"Action / Dexterity","Simple"
"Legendary  A Marvel Deck Building Game \u2013 Marvel Studios",2018,1,5,45,60,14,3,6.95328,38,35,485,0,0,0,0,1,1,0,294,4,"Card Game","Simple"
"Wizards",1982,1,6,120,240,12,4,6.34433,64,163,261,1,0,4,0,2,1,0,152,5,"Adventure","Complex"
"ELO Darkness",2018,1,4,45,75,13,4,7.81359,16,57,201,0,1,15,0,2,1,0,289,3,"Card Game","Complex"
"Pathogenesis",2017,1,4,30,60,14,4,7.15521,25,80,373,8,0,5,3,2,1,0,126,3,"Card Game","Complex"
"Carthage",2018,1,5,30,75,13,0,7.77093,14,72,342,0,1,4,2,1,1,0,181,4,"Fighting","Simple"
"Ascension  Valley of the Ancients",2017,1,4,30,30,13,3,7.40669,22,34,695,9,0,1,0,2,1,0,133,3,"Card Game","Simple"
"Mint Tin Aliens",2014,2,2,5,5,10,2,7.5995,12,85,236,0,0,5,1,2,1,0,424,0,"Card Game","Simple"
"King's Gold",2014,2,6,15,15,8,1,6.24318,9,83,2697,7,2,6,1,1,4,1,244,4,"Dice","Simple"
"SOS Dino",2018,1,4,25,25,7,1,6.82868,23,50,820,44,1,2,1,2,2,1,51,3,"Childrens Game","Simple"
"Emira",2006,3,5,100,100,12,3,5.96787,24,345,705,0,0,6,1,2,3,0,142,2,"Economic","Complex"
"\u9ec3\u74dc\u4e94\u5144\u5f1f",2013,2,6,25,25,8,1,5.88894,14,227,4740,20,0,23,4,1,10,0,168,4,"Card Game","Simple"
"Prohis",2014,3,6,20,20,10,1,6.25143,7,101,846,1,2,6,0,1,8,0,368,3,"Bluffing","Simple"
"Extra! Extra!",2015,2,6,60,150,12,1,6.70757,17,90,415,1,3,38,2,1,1,0,128,4,"Card Game","Complex"
"Alien vs Predator  The Hunt Begins (Second Edition)",2017,1,3,60,120,12,0,7.46603,28,40,108,0,0,1,0,2,1,0,481,2,"Miniatures","Complex"
"Mondo Sapiens",2012,1,4,20,30,8,1,6.5934,23,40,507,0,0,1,0,1,2,0,93,3,"Other","Simple"
"The Trumpet Game",1990,2,6,45,45,9,1,6.11908,17,215,1017,0,0,2,0,1,4,2,136,4,"Card Game","Simple"
"Napoleon's Last Gamble",2016,2,4,180,1200,12,0,8.36146,25,57,129,0,0,0,0,1,2,0,442,2,"Wargame","Complex"
"Raging Bulls",2017,1,1,20,30,8,1,7.02179,2,95,718,13,0,6,0,1,2,1,220,0,"Dice","Simple"
"Res Publica",1991,3,5,30,60,10,1,5.93107,29,377,1851,1,4,14,2,1,3,2,114,2,"Card Game","Simple"
"Guerilla",1994,3,6,60,60,10,2,6.2697,36,169,244,0,0,0,1,1,1,0,297,3,"Card Game","Complex"
"Ghost Blitz  Spooky Doo",2016,2,8,20,20,8,1,6.74358,9,42,774,17,0,0,1,1,7,0,450,6,"Action / Dexterity","Simple"
"Noxford",2016,2,4,20,40,8,1,6.26684,14,99,785,4,0,4,0,1,3,0,196,2,"Card Game","Simple"
"Neue Spiele im alten Rom",1994,2,7,20,60,10,1,6.80923,35,77,839,0,1,3,0,1,2,1,861,5,"Abstract Strategy","Simple"
"Cosmic Wimpout",1975,2,7,20,20,7,1,5.97084,15,428,3120,1,0,20,5,2,3,0,231,5,"Dice","Simple"
"No Thank You",2016,2,5,30,30,5,3,7.75118,17,54,219,5,2,5,0,1,2,0,120,3,"Fantasy","Simple"
"Prolix",2010,1,5,30,30,9,2,6.43217,3,136,985,0,1,13,1,1,1,0,222,4,"Other","Simple"
"Im Reich der W\u00fcstens\u00f6hne",2008,3,4,60,60,8,2,6.48247,14,97,395,5,0,5,0,1,3,0,140,1,"Other","Simple"
"Titanium Wars",2013,3,4,60,90,12,2,6.20288,9,122,651,0,2,3,3,1,3,0,152,1,"Card Game","Simple"
"8Bit Box",2018,3,6,15,40,6,1,6.62303,21,70,565,5,3,7,1,2,6,0,46,3,"Other","Simple"
"Warhammer  The Island of Blood",2010,2,2,180,360,12,3,6.87039,7,45,144,0,0,13,0,9,1,0,93,0,"Fantasy","Complex"
"Great War at Sea  Jutland",2006,2,2,30,30,12,2,7.17025,23,85,108,0,0,0,0,2,1,0,472,0,"Wargame","Complex"
"Broadsides and Boarding Parties",1982,2,2,60,60,10,0,6.16399,148,269,341,0,0,2,0,1,2,0,272,0,"Wargame","Simple"
"The Legend of the Cherry Tree that Blossoms Every Ten Years",2018,2,4,20,20,8,1,6.45256,20,66,1098,15,1,8,0,1,5,0,226,2,"Deduction","Simple"
"Battle for Armageddon",1992,2,2,120,120,14,2,6.52825,26,119,161,0,0,1,0,1,2,0,181,0,"Science Fiction","Simple"
"Homebrewers",2019,2,5,45,60,14,0,7.36732,43,34,435,15,0,9,3,2,1,0,156,3,"Dice","Simple"
"Gruff",2015,2,4,30,30,11,5,6.62849,5,115,528,0,3,11,10,1,1,1,82,2,"Card Game","Complex"
"R\u00edo de la Plata",2010,2,5,90,90,14,1,6.45847,15,136,310,0,1,0,0,1,3,0,174,3,"Other","Complex"
"Lindisfarne",2018,2,4,30,45,10,1,7.24731,18,32,403,6,0,10,1,2,1,0,228,2,"Dice","Simple"
"Maze Racers",2015,2,4,20,20,8,1,6.60534,24,87,665,6,1,8,4,1,2,1,91,2,"Abstract Strategy","Simple"
"Formel Fun",1991,3,6,30,30,8,1,6.41396,17,117,1603,0,0,1,0,1,3,1,211,3,"Card Game","Simple"
"Axio",2017,1,4,30,45,8,1,6.73379,14,64,918,14,2,8,3,1,4,0,89,3,"Other","Simple"
"Sports Illustrated Baseball",1972,1,2,45,45,12,3,7.21889,12,120,832,4,0,0,0,1,4,0,313,1,"Dice","Simple"
"Black Box +",2007,2,2,15,15,10,1,7.26667,33,49,359,0,1,0,0,1,1,0,52,0,"Abstract Strategy","Simple"
"Divided Republic",2012,2,4,180,180,16,4,6.75167,26,113,327,0,3,20,1,1,1,0,343,2,"Other","Complex"
"What's It To Ya?",2003,3,8,20,20,12,4,6.58226,18,111,668,0,1,2,1,1,4,0,214,5,"Party Game","Simple"
"Don Pepe",1999,3,6,30,30,8,1,6.22609,21,126,551,0,0,4,0,1,4,0,147,3,"Card Game","Simple"
"King Arthur  The Card Game",2005,2,5,30,30,8,1,6.09334,14,183,1144,2,0,1,0,1,1,0,72,3,"Card Game","Simple"
"King of the Tabletop",1983,2,4,180,180,12,2,6.86511,7,118,98,0,0,1,0,2,2,0,82,2,"Bluffing","Simple"
"Era of Inventions",2010,3,5,90,90,12,1,6.08112,16,186,1011,0,0,1,0,1,2,0,248,2,"Other","Complex"
"Mit List und T\u00fccke",1999,4,6,60,60,10,1,6.62731,20,82,349,0,1,1,0,1,2,2,313,2,"Card Game","Simple"
"Renegade Legion  Centurion \u2013 Blood & Steel",1988,2,4,60,60,12,2,6.72793,7,89,116,0,0,0,0,2,1,0,117,2,"Science Fiction","Complex"
"Heckmeck Barbecue",2010,2,5,25,25,8,0,6.22834,18,96,973,3,0,4,0,1,3,0,157,3,"Animals","Simple"
"Thunder in the East",2018,2,4,480,720,13,0,8.73711,32,58,227,21,1,2,0,1,1,1,203,2,"Wargame","Complex"
"Pocket Battles  Confederacy vs Union",2014,2,2,30,30,13,2,6.9279,32,73,225,0,1,0,0,2,1,0,306,0,"Wargame","Simple"
"Warhammer Age of Sigmar (Second Edition)",2018,2,2,90,90,12,0,8.07598,4,20,469,12,0,11,0,0,1,0,1418,0,"Fantasy","Complex"
"Siggil",2015,1,4,20,20,8,1,6.3565,16,78,933,8,0,4,1,1,2,0,159,3,"Card Game","Simple"
"Valley of the Vikings",2019,2,4,15,20,6,1,6.71664,27,54,913,102,2,8,1,2,1,2,75,2,"Action / Dexterity","Simple"
"Chariot Race  The Great Chariot Race",2016,2,6,15,45,8,1,6.04105,16,172,1370,12,3,27,4,1,4,0,366,4,"Other","Simple"
"Eaten by Zombies!",2011,2,4,30,30,8,2,5.87803,21,424,2243,1,0,18,1,1,1,0,723,2,"Card Game","Simple"
"Fun Farm",2013,2,10,15,15,6,1,6.18406,4,92,1714,3,1,6,2,1,7,1,168,8,"Action / Dexterity","Simple"
"Mezo",2019,2,4,90,120,14,3,7.60855,72,82,203,76,2,19,1,1,1,0,148,2,"Miniatures","Complex"
"Lion Rampant",2014,2,2,60,60,0,1,7.88455,4,39,126,0,0,2,0,1,2,1,103,0,"Medieval","Simple"
"Virulence  An Infectious Card Game",2016,2,5,10,20,8,0,6.72628,17,100,604,4,1,5,0,2,2,0,169,3,"Bluffing","Simple"
"FAB  Golan '73",2016,2,2,240,240,12,0,7.51046,26,53,158,0,0,5,0,2,1,0,259,0,"Wargame","Complex"
"Battle Hymn Vol. 1  Gettysburg and Pea Ridge",2018,1,2,45,480,0,1,7.93154,43,48,137,0,0,0,1,1,1,0,528,1,"Wargame","Complex"
"Minuscule",2014,2,6,15,15,5,1,6.61581,8,48,1185,4,2,2,0,1,5,0,235,4,"Card Game","Simple"
"Don't Get Got!",2018,2,10,30,45,14,5,7.2472,54,38,314,40,0,4,0,2,2,0,110,8,"Bluffing","Simple"
"Star Trek Customizable Card Game (Second Edition)",2002,2,2,45,45,0,4,6.70787,16,61,960,0,0,2,0,2,1,0,230,0,"Card Game","Complex"
"Russia Besieged",2004,2,2,360,360,12,3,7.43533,22,99,130,0,0,0,0,1,2,0,264,0,"Wargame","Complex"
"Soccero (second edition)",2012,2,2,45,45,11,1,7.15524,40,56,474,2,1,2,0,2,2,0,161,0,"Other","Simple"
"Girl Genius  The Works",2001,2,4,30,30,10,3,6.05399,22,257,684,0,1,5,1,2,2,0,193,2,"Card Game","Simple"
"Where's Bob's Hat?",1990,3,5,45,45,10,1,6.21953,8,163,448,0,0,5,0,1,3,0,230,2,"Card Game","Simple"
"CV Pocket",2017,2,4,20,30,10,1,6.5077,35,62,724,4,0,3,1,1,1,0,210,2,"Card Game","Simple"
"K\u00f6nigsberg  The Soviet Attack on East Prussia",2018,1,3,240,480,12,0,8.19433,31,45,75,1,0,0,0,1,1,0,244,2,"Wargame","Complex"
"By Order of the Queen",2017,2,4,90,120,10,4,6.77175,17,108,330,0,0,7,1,1,1,0,98,2,"Adventure","Complex"
"Kult",1995,2,99,45,45,14,4,6.76155,26,74,146,0,0,0,0,1,3,1,182,97,"Card Game","Complex"
"Doctor Panic",2016,2,9,12,12,7,2,6.26687,20,72,1009,5,3,12,3,1,1,0,147,7,"Action / Dexterity","Simple"
"Grass",1980,2,6,60,60,18,1,5.94762,7,353,1249,0,0,5,0,1,1,0,69,4,"Card Game","Simple"
"The Quiet Year",2013,2,4,180,180,0,0,7.86748,26,37,177,1,0,2,1,1,1,0,353,2,"Card Game","Simple"
"DOG Royal",2012,2,6,45,45,8,1,6.5799,5,64,998,2,0,2,0,1,2,0,213,4,"Other","Simple"
